model,model_path,layer,num_cases,num_response_tokens,mean_entropy,std_entropy,mean_normalized_entropy,std_normalized_entropy,mean_sink_ratio,std_sink_ratio,mean_first_frame_ratio,std_first_frame_ratio,mean_other_frame_avg_ratio,std_other_frame_avg_ratio,mean_max_frame_ratio,std_max_frame_ratio,mean_frame_ratio_variance,std_frame_ratio_variance,mean_video_attention_mass,std_video_attention_mass
OneThinker,/data1/liugengyuan/models/OneThinker,23.0,280.0,6001.0,1.4725621321298041,0.19435056185589597,0.7083112704101103,0.0933966502544382,0.5145358302928246,0.16135797414632674,0.5145358302928246,0.16135797414632674,0.0693851099464254,0.02303799234447706,0.5588495288918968,0.09052195703929047,0.029563928832900023,0.011215072781511485,0.07168589661284706,0.020830907562683035
OneThinker,/data1/liugengyuan/models/OneThinker,24.0,280.0,6001.0,1.3476419285769696,0.19012826100210464,0.648198813638993,0.09124634439261631,0.5695912949871196,0.16330799334023055,0.5695912949871196,0.16330799334023055,0.061508536872944636,0.02330914693639588,0.6146974740528185,0.08780765209257634,0.03694865694180713,0.01122028212485114,0.10276106639980062,0.028191201443079943
OneThinker,/data1/liugengyuan/models/OneThinker,25.0,280.0,6001.0,1.095893738237966,0.17030582935819216,0.5271297409398338,0.08184802952235631,0.656294824370524,0.20510558217625627,0.656294824370524,0.20510558217625627,0.04912151956463642,0.02929278733025094,0.7198325651022898,0.07028743974537875,0.05209245233761732,0.010181561311996419,0.07345413743896022,0.015354490153238901
OneThinker,/data1/liugengyuan/models/OneThinker,26.0,280.0,6001.0,1.0826702476436587,0.17270733830560428,0.520753325446677,0.08293190054161262,0.6623660508682608,0.1916946066597822,0.6623660508682608,0.1916946066597822,0.04824996038733941,0.027373985785004953,0.718238086077095,0.07420398964743857,0.05219723032077387,0.01063208159265598,0.0975727795946432,0.021564261069310343
OneThinker,/data1/liugengyuan/models/OneThinker,27.0,280.0,6001.0,1.088479688628942,0.17135727368976267,0.5235582547343636,0.08232710976090178,0.6608274936078009,0.19890350234942586,0.6608274936078009,0.19890350234942586,0.04847235190316151,0.028405602607433987,0.7214429710998246,0.06970319513687762,0.05245069203660769,0.010337918632119136,0.08373871414798469,0.016688841110460526
OneThinker,/data1/liugengyuan/models/OneThinker,28.0,280.0,6001.0,1.2452519706316438,0.1805347743821594,0.5989480607703463,0.0866422935458463,0.6034375992263203,0.18467686773788075,0.6034375992263203,0.18467686773788075,0.056670570683508815,0.026366410448627687,0.6608460305552347,0.07836417667981184,0.043146736423835735,0.01066944612764432,0.09510394239424962,0.02005830403510654
OneThinker,/data1/liugengyuan/models/OneThinker,29.0,280.0,6001.0,0.998535481305024,0.17113546061911222,0.48027561467068997,0.08216382037957007,0.681955433127946,0.21337893851158313,0.681955433127946,0.21337893851158313,0.0454477264952987,0.03047340615007435,0.7512214578044539,0.06917083732008095,0.057660620484990294,0.010379176001148958,0.08656661494028459,0.021916900091617356
OneThinker,/data1/liugengyuan/models/OneThinker,30.0,280.0,6001.0,1.025545819033016,0.19482217559510961,0.4932645121589901,0.09355914562020946,0.6718045346500204,0.214688616495572,0.6718045346500204,0.214688616495572,0.046897815389933324,0.03065995638280663,0.7447435840278077,0.07360084929307635,0.05636749703039424,0.011517277236878329,0.07521926923028102,0.01606079757889286
OneThinker,/data1/liugengyuan/models/OneThinker,31.0,280.0,6001.0,1.0622480914156285,0.18206449223561535,0.5109169359420248,0.08740342486892669,0.6610287479466886,0.20884990575714468,0.6610287479466886,0.20884990575714468,0.048437687126462646,0.02982490158966067,0.7305884622328612,0.0706565522219689,0.054063861150091465,0.010823593456456702,0.09271916686562533,0.01948796774681667
OneThinker,/data1/liugengyuan/models/OneThinker,32.0,280.0,6001.0,1.0145265325244934,0.1669269459045342,0.48797256831161634,0.08014842211810834,0.6764890117464845,0.2144620478017669,0.6764890117464845,0.2144620478017669,0.04623019709696215,0.030628016132992993,0.7481617995103568,0.06486796712701244,0.056834124652453966,0.009965089155753703,0.07543096783449399,0.015110450464211226
