model,model_path,layer,num_cases,num_response_tokens,mean_entropy,std_entropy,mean_normalized_entropy,std_normalized_entropy,mean_sink_ratio,std_sink_ratio,mean_max_frame_ratio,std_max_frame_ratio,mean_video_attention_mass,std_video_attention_mass
Auto-Video-R1,/data1/liugengyuan/models/Auto-Video-R1,33.0,100.0,100.0,2.021806161403656,0.0064462613466201085,0.9722832489013672,0.0030999975509898342,0.7983009280171245,0.22911992606744727,0.8635944053530693,0.04685501047594979,0.14480243884027005,0.01730476288364269
Auto-Video-R1,/data1/liugengyuan/models/Auto-Video-R1,34.0,100.0,100.0,2.0439206624031065,0.006428615640396406,0.9829180717468262,0.0030915108950706487,0.6692554838582874,0.18396666790786423,0.7219159808754921,0.053356995439492155,0.11302744925022125,0.013093429052884624
Auto-Video-R1,/data1/liugengyuan/models/Auto-Video-R1,35.0,100.0,100.0,2.0778466510772704,0.0006620955402275721,0.9992330294847488,0.00031840118753551495,0.2320660811662674,0.033385458855236694,0.23770199596881866,0.03254135350279042,0.05325078468769789,0.007410214061251173
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,0.0,100.0,17346.0,2.078040552094931,0.00031627320742277617,0.9993262738119129,0.00015209535801382612,0.0916679887356005,0.016632201227369886,0.22126342422608863,0.013074502144549808,0.09103128444517403,0.02137160473276674
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,1.0,100.0,17346.0,2.0786762764123137,0.000290905098327473,0.9996319927633777,0.00013989570957991876,0.10992103683696537,0.017051288459714896,0.19498612846380772,0.015568439323862274,0.07233944221914491,0.022805864474531392
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,2.0,100.0,17346.0,2.078536626247797,0.00042827398193357905,0.9995648350544069,0.00020595633626071662,0.16417307790009944,0.03465596476217245,0.20087473638667358,0.02073913477120264,0.06802297286332137,0.01701520140007074
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,3.0,100.0,17346.0,2.0775968927496695,0.0009696603298826028,0.9991129185869072,0.0004663080968998127,0.2052434638914204,0.05555467469937372,0.23808095658659897,0.03407702926524618,0.02811583084094007,0.006101709599928393
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,4.0,100.0,17346.0,2.0782141737143927,0.0007135746417161229,0.99940976805857,0.0003431569948790563,0.1542687743860226,0.045123480694893824,0.21491352176257816,0.028569400328115,0.026811366299202694,0.005573216972778359
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,5.0,100.0,17346.0,2.07822498069319,0.0008351497671152532,0.9994149649788321,0.0004016222592269287,0.15277814527385608,0.04269410146021354,0.21270738092826746,0.029856806991951052,0.0332169227531099,0.0074849015221580655
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,6.0,100.0,17346.0,2.077860668484403,0.0010609757997548889,0.9992397680397426,0.0005102214194711343,0.17864478812119886,0.04259903135973125,0.2272047403180446,0.03301907042222455,0.03245053917957755,0.0069010242489923644
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,7.0,100.0,17346.0,2.0768498261378205,0.0014021441766130353,0.9987536550697079,0.0006742886403235894,0.15599900941915418,0.04804456489612655,0.2552311510493719,0.03552381467831703,0.01280605103966523,0.003863174134686231
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,8.0,100.0,17346.0,2.0773016581395978,0.0011440860623282577,0.9989709408638106,0.0005501889609723956,0.20877238214181174,0.051835639000863,0.2488618760908573,0.03507865505471114,0.02797005539331503,0.005036416205777254
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,9.0,100.0,17346.0,2.0761131527376264,0.001546778949201667,0.9983993904159195,0.0007438433593516579,0.21723718266439884,0.06638587556462183,0.2786586907475256,0.03882343950854736,0.033289551442932226,0.008178193621903992
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,10.0,100.0,17346.0,2.0776254291021017,0.0008870939889478105,0.9991266416063602,0.0004266019245109379,0.1628986404917675,0.04459863519735533,0.23621552920811856,0.028678151428804737,0.03963598238184871,0.007662873074285284
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,11.0,100.0,17346.0,2.0769437121428074,0.001425666700237522,0.9987988051567694,0.0006856009233257372,0.18956367663264995,0.055490057478848255,0.2542695207308514,0.037904941698828146,0.03527987360925816,0.008224465699702104
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,12.0,100.0,17346.0,2.076582759955518,0.0013079977020572704,0.9986252240954251,0.0006290138403584,0.22042456873440877,0.06769395562471393,0.2699776605649138,0.03927116514845512,0.0434830009356262,0.009887642232793325
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,13.0,100.0,17346.0,2.076877275908088,0.0011041096339095453,0.9987668560003138,0.0005309644359007753,0.19706336753633444,0.05054377747546478,0.258659323010571,0.029305295540137118,0.054236597586071605,0.01330112049795294
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,14.0,100.0,17346.0,2.077580148252892,0.0009174699972725689,0.9991048663449821,0.0004412097942037958,0.15385823607659294,0.04292240335913481,0.2356538422580439,0.028824396461377504,0.04281112070553747,0.010376779688252362
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,15.0,100.0,17346.0,2.077224298417259,0.0011250254429913185,0.9989337386458884,0.0005410228831984049,0.1555073413456092,0.03628263663904674,0.24066285501649143,0.030239464771002596,0.06034011065501062,0.014565697739017504
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,16.0,100.0,17346.0,2.0769120444312588,0.0011040311180685683,0.9987835761662722,0.0005309263767079706,0.1884742882007856,0.042855938361486184,0.2573152478017127,0.03177208569565492,0.043866407462726326,0.011107058843678222
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,17.0,100.0,17346.0,2.0631030759161786,0.005956277330988216,0.9921428657348856,0.0028643638983363393,0.4211695639339329,0.09830683587998962,0.4678036849861197,0.06854993605876944,0.07650107022597816,0.01815892265327408
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,18.0,100.0,17346.0,2.059332458557063,0.005916600220615727,0.9903295821584495,0.002845283312855536,0.4758613765453603,0.09528217152077056,0.5150143131605581,0.06311098989029293,0.09080165468750351,0.019124520287185316
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,19.0,100.0,17346.0,2.0450610155631583,0.007471208357594423,0.983466468976994,0.0035928918681496073,0.6389575404192221,0.11394305364430386,0.6624144528310716,0.06606336760985733,0.07896212151706088,0.014134979360299301
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,20.0,100.0,17346.0,2.0508303296934263,0.007603463365374925,0.9862409226621428,0.003656492768901579,0.5683544771854622,0.11175428067913201,0.6046491737458133,0.07063408388387186,0.09958820224073345,0.02133675333879147
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,21.0,100.0,17346.0,2.056527050043534,0.006372729687139674,0.9889804659601097,0.0030646353748221495,0.5168125923964932,0.10113710748864041,0.5553900256918669,0.0648045738548679,0.10510374512426447,0.020418364510492403
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,22.0,100.0,17346.0,2.0434364840285135,0.007427107425138657,0.9826852345739883,0.003571683721976206,0.674367800058278,0.1122060242131612,0.6910076862936001,0.0635950925908955,0.08016266696753226,0.011706555850953187
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,23.0,100.0,17346.0,2.0521476299879358,0.006751490723616981,0.986874410314181,0.0032467806423452246,0.5736518544001982,0.1063146907840241,0.6002454977241289,0.06698821525752273,0.09342696579174206,0.017732759932337857
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,24.0,100.0,17346.0,2.051329429573344,0.006439209966429766,0.9864809388863882,0.0030966052714446906,0.5891329074594222,0.10330375342279671,0.6124831665905571,0.062318107404190796,0.13781905878458828,0.02290842114912474
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,25.0,100.0,17346.0,2.0407231258091048,0.006909877279451859,0.9813803849625472,0.0033229487744248242,0.703677190965962,0.11021003970768407,0.719669681096624,0.05431238153418409,0.09881404830703389,0.011429781439267192
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,26.0,100.0,17346.0,2.038233908682882,0.0066440727591024745,0.9801833244848613,0.003195123528474239,0.7083091444582748,0.11130085240355389,0.725242172617895,0.0560100236243907,0.12160689480171533,0.015968511205948634
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,27.0,100.0,17346.0,2.0382511307143623,0.006618992888329026,0.9801916066566924,0.0031830627258496993,0.7228779069241473,0.11101770715264037,0.738870914030798,0.05113697401059363,0.10876348564137539,0.01250022082378194
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,28.0,100.0,17346.0,2.048652651379777,0.00688007896420175,0.98519368055126,0.003308618712511486,0.6264794646080111,0.10553282985289611,0.6438724781662777,0.06258765417579358,0.11427089601900489,0.01561629487510489
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,29.0,100.0,17346.0,2.0382136971888074,0.006680057800385441,0.9801736048557396,0.0032124288642083167,0.7115815302625276,0.11181791505966454,0.7293017229753174,0.05464172137439336,0.12419735622433847,0.016668296186531623
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,30.0,100.0,17346.0,2.0318764365631274,0.00583987855349648,0.9771260269216093,0.0028083881317418117,0.7706220761352889,0.11418194897087433,0.7874842618379073,0.04134071582294701,0.09703124609502382,0.01052951609406935
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,31.0,100.0,17346.0,2.0350160235325667,0.005973368059309753,0.9786358490554619,0.0028725827915878103,0.7370719994061514,0.11142138593836909,0.7540864949430144,0.0465770848824591,0.1136306553388578,0.013551957813298602
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,32.0,100.0,17346.0,2.0324588786177533,0.006367994175710952,0.9774061220272166,0.0030623579304233256,0.7643982396728145,0.11533151188227352,0.7814698356819939,0.04602685010095709,0.09810102563880108,0.011048526131762186
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,33.0,100.0,17346.0,2.0391691295967487,0.005938630697798368,0.9806330705401678,0.002855877529287276,0.7008306295880289,0.10789496869217174,0.7180436053422438,0.04915318062064148,0.1245530765723232,0.016234947272896847
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,34.0,100.0,17346.0,2.0487151275251603,0.005749966457217582,0.985223725333422,0.002765149417140401,0.6397236900025792,0.09922930002389743,0.6546255676569642,0.0525838835159545,0.09828750687910874,0.012032468979676247
FAVOR,/data1/liugengyuan/models/FAVOR0.5-8B,35.0,100.0,17346.0,2.078621974407247,0.00034865749243405815,0.9996058787363405,0.00016766853636402207,0.18366533347518918,0.02903238921583982,0.20088368181260943,0.01960518372308506,0.03976906445731782,0.00663344471453448
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,0.0,100.0,25518.0,2.078145251983814,0.0003933479606846466,0.9993766234820778,0.00018916044876770045,0.10031561127551784,0.022805735760709975,0.21808485162199517,0.017742775365436846,0.07813976262566032,0.023528451302612868
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,1.0,100.0,25518.0,2.0784847027388396,0.00048713345464408806,0.9995398652331954,0.00023426177307481007,0.11254124831539379,0.022699648568829785,0.20298176104465354,0.02095564053003858,0.04258744173844556,0.01679055958150193
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,2.0,100.0,25518.0,2.0783845455220624,0.0006009800461852816,0.9994916997446782,0.0002890102568789607,0.17361840040476997,0.038469469117322845,0.20769207325774314,0.025116325132847395,0.05705293256573288,0.018551302180145814
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,3.0,100.0,25518.0,2.0764763748188617,0.0018082555818724935,0.9985740633478902,0.0008695871329113291,0.2245320785730137,0.06712829248447703,0.26768691305873377,0.0451992609137159,0.023557645526161734,0.00915123381398811
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,4.0,100.0,25518.0,2.077287354450006,0.0016012590991804285,0.9989640623617084,0.0007700427820060292,0.19569149032188712,0.062402198541473095,0.2471015808462952,0.047550454628669435,0.021417824018911527,0.008255261915500429
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,5.0,100.0,25518.0,2.077893926052232,0.0011109255046717328,0.9992557614782309,0.0005342422344929618,0.16460267891331803,0.05018495166518917,0.22499652144294593,0.038702683492730906,0.02652801497417613,0.008806100924898853
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,6.0,100.0,25518.0,2.077626152403042,0.0011057834942242999,0.9991269896318583,0.0005317697208085283,0.1916017373766863,0.0486133348298216,0.2355022293785176,0.03552809919887299,0.02866263476725376,0.008835481290991978
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,7.0,100.0,25518.0,2.076525986523626,0.0019112476722139204,0.9985979215338938,0.0009191157907702996,0.17108430322888035,0.05708929022165623,0.25685340170082327,0.041815386277824565,0.014191631209421319,0.00611191157631445
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,8.0,100.0,25518.0,2.0773818511998576,0.0011044175859341366,0.999009505579666,0.0005311126506635043,0.19453710235458882,0.05574122732573185,0.2437336389671438,0.0351288858459902,0.03239969538344147,0.01033994955688905
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,9.0,100.0,25518.0,2.075730218730174,0.001989527091979338,0.9982152382785499,0.0009567601275658498,0.21516726629161467,0.07257625163412504,0.2860857322659144,0.0460594158129356,0.03794027361388231,0.014447934886538566
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,10.0,100.0,25518.0,2.077539676191179,0.0009945423592828979,0.9990854031277888,0.0004782737586464346,0.1640521105818295,0.05179531552082688,0.23777970555141936,0.03300574000437873,0.03375986416317886,0.010659153835723589
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,11.0,100.0,25518.0,2.076688574520107,0.0017026353626373942,0.9986761099732644,0.0008187946754933431,0.1905479875283281,0.06144263113706927,0.25997788570925645,0.04379786061050428,0.03200295873894038,0.010383309843496313
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,12.0,100.0,25518.0,2.0759535840318346,0.0015370954785531475,0.9983226540422827,0.0007391866579068869,0.24061022153482742,0.07179966527001777,0.2868907885738857,0.04264118509435108,0.045124093133650574,0.014784362954445162
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,13.0,100.0,25518.0,2.0752676365828995,0.0019309992525803523,0.9979927832075439,0.0009286140432392623,0.23677237272238003,0.06698581996232235,0.29835842520245,0.038990682139170264,0.0617227088388886,0.023463353889221567
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,14.0,100.0,25518.0,2.07710198402158,0.00127395690747162,0.9988749180007713,0.0006126439187821476,0.17372317203767002,0.050476353356969414,0.24946172786802193,0.03409275888353932,0.0552132091635769,0.019358768736402125
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,15.0,100.0,25518.0,2.0760321386449605,0.0019445790538916647,0.9983604310275997,0.0009351446406815264,0.1725125401576474,0.05533776957900281,0.27184231054219493,0.03803664411713028,0.07432170910861896,0.025157077324082754
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,16.0,100.0,25518.0,2.076684419732685,0.0013402949791153729,0.9986741121596902,0.0006445455554046838,0.16301834285618486,0.05172303573308971,0.2605690335339573,0.034308564387362864,0.06359551315915461,0.022656791304175198
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,17.0,100.0,25518.0,2.0664106906292075,0.006524684053226962,0.9937334924984329,0.0031377098812494014,0.3810481515620754,0.10877811778407469,0.4283979637787171,0.08118905748763633,0.115450205632174,0.03508553342289214
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,18.0,100.0,25518.0,2.065081517376647,0.006510196690472453,0.993094295175473,0.0031307428787818235,0.3972392280670374,0.10383670355491188,0.44482274692400986,0.07877366596242541,0.13699755758977847,0.04211611247183335
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,19.0,100.0,25518.0,2.0530671201052813,0.00938397496853962,0.9873165915664083,0.004512737957312101,0.5588329196448611,0.11408769505623496,0.5823833471378723,0.09113546339779252,0.10604333866150134,0.028844965193500882
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,20.0,100.0,25518.0,2.0556650213900833,0.00874742008552178,0.9885659178231211,0.004206619892249769,0.49933879361431066,0.11728380563423144,0.5483389716034512,0.0883616234118465,0.13818211639310918,0.04169481114288077
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,21.0,100.0,25518.0,2.0592831335437283,0.007444600570965133,0.9903058622894487,0.00358009612285297,0.46940649871475093,0.11186365985068171,0.5190941763647997,0.08140581554614824,0.13836230707266847,0.03967843131080829
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,22.0,100.0,25518.0,2.0469144005952886,0.010264415984403998,0.9843577587681692,0.004936140757913137,0.6401474028306424,0.11132470561254287,0.652934609569469,0.08967651466555207,0.09620578556777297,0.022916143387408813
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,23.0,100.0,25518.0,2.0554175708656404,0.008460481388999356,0.9884469194059768,0.004068631585036789,0.5313485007314454,0.11373260302682851,0.5646503105278966,0.08706866181679737,0.12656081787572193,0.03422894985766493
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,24.0,100.0,25518.0,2.0554726914998773,0.007872872126089954,0.9884734269011143,0.0037860511830929418,0.5355680761992505,0.10968093169903613,0.5688021251869714,0.08211843938540878,0.16888195772803502,0.04476853212315882
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,25.0,100.0,25518.0,2.039509392628369,0.009139360624261936,0.9807967028549485,0.00439510340460051,0.7170661965778463,0.09873474405039856,0.7250530755201097,0.07085309316104847,0.11891001763858686,0.02000211035824585
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,26.0,100.0,25518.0,2.0408474988884926,0.00929823491375758,0.9814401956980361,0.004471505807659513,0.684275991499621,0.10541491798733993,0.6966292261444171,0.0796938912846836,0.15531497933717853,0.030006248394363125
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,27.0,100.0,25518.0,2.038650941119237,0.009030359046363932,0.980383874716258,0.0043426844726039086,0.7246146521090127,0.09892192585156405,0.7324098262391671,0.07046025763554158,0.12802530587367592,0.02233932092997292
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,28.0,100.0,25518.0,2.0468532340567216,0.008837688332472681,0.9843283440145061,0.004250029726321558,0.6407316380045321,0.10299269645420789,0.653297466265914,0.07943345659338083,0.13857546744142055,0.028301738169543404
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,29.0,100.0,25518.0,2.0362480112303762,0.008756352647607464,0.979228309673367,0.004210915397009307,0.7248436239452674,0.10347478691424668,0.7385504274557704,0.07068696781927902,0.14333543365946572,0.029816858381550324
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,30.0,100.0,25518.0,2.028139684745184,0.007798990390212381,0.9753290291012827,0.0037505217466785026,0.8005932420437125,0.09462913084108167,0.8090300940039703,0.05382509949304276,0.1102272456333822,0.017422327490345522
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,31.0,100.0,25518.0,2.0307089968900893,0.008382526499909625,0.9765646070221459,0.004031143309546416,0.7769158626161015,0.09753146307618325,0.7856074452561355,0.06163191725290262,0.12843083288834609,0.023068902841759786
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,32.0,100.0,25518.0,2.025803572341291,0.00820073244658611,0.9742055963067228,0.003943718598342197,0.8142147448419271,0.09695964445047676,0.8227377610053033,0.05598874231178864,0.11185446423602706,0.018178376511744126
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,33.0,100.0,25518.0,2.0333202239225425,0.008441907822875286,0.9778203417838972,0.004059699634090227,0.7502278063906709,0.09868889650747936,0.7603973538200712,0.06491921535447541,0.14077497081603663,0.02797734293515021
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,34.0,100.0,25518.0,2.046710303228134,0.009157916327798436,0.9842596087164125,0.004404026882470649,0.6530807252297255,0.10165962374380479,0.6624642021643161,0.07982351924711811,0.11080017470839916,0.02244690849050045
Qwen3-VL-Thinking,/data1/liugengyuan/models/Qwen3-VL-8B-Thinking,35.0,100.0,25518.0,2.0779584277903314,0.0007563419170409651,0.9992867807135376,0.00036372371385412196,0.2184517027881909,0.04553692515318695,0.23256426268880978,0.033820357357917864,0.04164928598265313,0.011763119247281706
